Data,transitivity,grauMedio,average_path_length,modularity,global_average_link_distance,eccentricity,eigenvector,coreness,pagerank,links
1998-01-01,0.6584003667535535,36.229559748427675,15.04560905712026,0.7405138469505126,0.0006095986589380485,19.62801362683438,0.03541695518353521,22.218815513626833,0.0001310272536687631,138252
1998-02-01,0.604911867386433,35.288784067085956,15.708067947770143,0.753297806726322,0.000550413358849793,21.47471174004193,0.032854956248232536,21.40055031446541,0.0001310272536687631,134662
1998-03-01,0.5696291243523274,31.779350104821802,15.513064538417307,0.7962131664003541,0.00034157279080473816,20.67675576519916,0.025877209278290948,19.070492662473793,0.0001310272536687631,121270
1998-04-01,0.545027796317912,28.144654088050313,19.640045246040714,0.8325857048174398,0.00017544932477932794,20.76808176100629,0.017711090832140265,16.896750524109013,0.00013102725366876308,107400
1998-05-01,0.5472403758299936,26.58045073375262,19.936983222742278,0.8479911310623415,0.00012869136391545778,21.95964360587002,0.012609496253827988,15.972877358490566,0.0001310272536687631,101431
1998-06-01,0.5594468555295541,24.74030398322851,23.282513440295254,0.8526848055640113,9.806653422307996e-05,32.958333333333336,0.009332400934223616,14.909067085953879,0.0001310272536687631,94409
1998-07-01,0.5640453289787823,24.141247379454928,22.129630888791635,0.855357069306516,9.065158309010491e-05,32.833595387840674,0.01649959454852602,14.655529350104821,0.0001310272536687631,92123
1998-08-01,0.5663751744333434,23.50733752620545,23.325682035402874,0.8542909671198486,8.304094687234143e-05,35.257861635220124,0.014936637245322596,14.276729559748428,0.0001310272536687631,89704
1998-09-01,0.5667880717003846,23.26074423480084,22.565699410464926,0.8534385301786784,8.006461997593482e-05,31.485587002096437,0.014700349085650348,14.154219077568134,0.0001310272536687631,88763
1998-10-01,0.5667318229413726,23.146488469601678,25.39543304000811,0.8547892857391023,7.852350195124861e-05,32.375131027253666,0.014468445080374091,14.106394129979035,0.0001310272536687631,88327
1998-11-01,0.5685671075598198,23.37368972746331,23.782011961855908,0.8489547436600429,7.932336156560599e-05,32.419680293501045,0.016024599721326395,14.2437106918239,0.00013102725366876308,89194
1998-12-01,0.5675109692859992,23.22117400419287,19.880440163659927,0.8488807273900066,7.78847191666057e-05,32.55437631027254,0.008458207807799318,14.080057651991615,0.0001310272536687631,88612
1999-01-01,0.5654203152277465,23.06682389937107,24.99125917207946,0.8488866058830543,7.685956716138137e-05,35.302541928721176,0.012903868611314049,14.07848532494759,0.0001310272536687631,88023
1999-02-01,0.5678345284940974,23.388102725366878,20.864179425640806,0.8509613654720277,7.873928962776912e-05,35.053983228511534,0.011840841752600181,14.235324947589099,0.0001310272536687631,89249
1999-03-01,0.5671225736595283,23.299266247379453,21.024547512120236,0.8536527068902222,7.835583718273005e-05,35.689727463312366,0.012517980276425747,14.177279874213836,0.0001310272536687631,88910
1999-04-01,0.5664053480143114,23.09958071278826,21.12338261785001,0.8487383022905678,7.693105620308677e-05,35.817085953878404,0.015327358607226178,14.064203354297694,0.0001310272536687631,88148
1999-05-01,0.5665409852771119,23.052672955974842,21.75077476238239,0.8503778488933952,7.717443966639413e-05,32.603904612159326,0.016298621808489674,14.04546645702306,0.0001310272536687631,87969
1999-06-01,0.5666868529288722,22.969601677148848,26.356403985783466,0.8544525642473767,7.692000489577927e-05,33.00091719077568,0.01690525793456892,13.952961215932914,0.0001310272536687631,87652
1999-07-01,0.5665912479950092,23.230607966457022,27.828081734907293,0.8503771898207402,7.836043416361992e-05,31.877489517819708,0.01879182201174925,14.082809224318659,0.00013102725366876308,88648
1999-08-01,0.5683656105966091,23.56263102725367,26.162687771961824,0.8486355266872392,8.044321899472391e-05,32.557914046121596,0.011048068914720393,14.272798742138365,0.00013102725366876308,89915
1999-09-01,0.5694857284708846,23.59617400419287,16.286582582575157,0.8531691005126378,8.162296617816921e-05,28.61320754716981,0.011661911743427178,14.322851153039831,0.0001310272536687631,90043
1999-10-01,0.5705143444887795,23.7227463312369,16.708916714537718,0.8481915488774455,8.392802436954254e-05,30.74148322851153,0.008991471669110945,14.374475890985325,0.0001310272536687631,90526
1999-11-01,0.5717453822143936,23.719601677148848,17.00479283991948,0.8532154443800515,8.396554632687554e-05,31.69719601677149,0.010156872293100723,14.36857966457023,0.0001310272536687631,90514
